"PlotNumber","ProjectID","SitePlotQuality","Date","Longitude","Latitude","Zone","SubZone","SiteSeries","MoistureRegime","NutrientRegime","BECSiteUnit","Elevation","SlopeGradient","Aspect","MesoSlopePosition"
"03KTG33","Kemess Mine -TEM",,14/9/2003 0:00:00,126.77,57.02,"SWB","mk","24","4","C",,1500,16.00,218,"MD"
"03KTG35","Kemess Mine -TEM",,14/9/2003 0:00:00,126.78,57.01,"SWB","mk","21","4","C",,1350,10.00,250,"MD"
"03KTG36","Kemess Mine -TEM",,14/9/2003 0:00:00,126.78,57.01,"SWB","mk","81","3","C",,1340,0.00,999,"LV"
"03PB001","Red_Chris_Mine -TEM",,4/7/2003 0:00:00,129.77,57.69,"SWB","mks","SA","3","B",,1491,5.00,170,"CR"
"03PB002","Red_Chris_Mine -TEM",,4/7/2003 0:00:00,129.77,57.70,"SWB","mk","FF","4","B",,1420,45.00,360,"MD"
"03Y001","Kemess Mine -TEM",,10/9/2003 0:00:00,126.78,57.05,"BAFA","p","06","3","C",,1790,10.00,10,"UP"
"03Y002","Kemess Mine -TEM",,10/9/2003 0:00:00,126.79,57.05,"SWB","mks","01","4","C",,1730,35.00,300,"UP"
"03Y003","Kemess Mine -TEM",,10/9/2003 0:00:00,126.79,57.05,"SWB","mks","04","3","B",,1695,50.00,285,"MD"
"03Y004","Kemess Mine -TEM",,10/9/2003 0:00:00,126.79,57.05,"SWB","mks","21","3","B",,1610,50.00,300,"MD"
"03Y005","Kemess Mine -TEM",,10/9/2003 0:00:00,126.79,57.05,"SWB","mk","21","4","C",,1540,25.00,270,"MD"
"03Y006","Kemess Mine -TEM",,10/9/2003 0:00:00,126.79,57.05,"SWB","mks","53","3","B",,1510,35.00,295,"MD"
"03Y007","Kemess Mine -TEM",,10/9/2003 0:00:00,126.80,57.05,"SWB","mk","24","4","D",,1460,5.00,290,"LW"
"03Y008","Kemess Mine -TEM",,10/9/2003 0:00:00,126.80,57.05,"SWB","mk","23","4","C",,1420,5.00,280,"TO"
"03Y012","Kemess Mine -TEM",,12/9/2003 0:00:00,126.74,57.05,"SWB","mks","01","3","B",,1720,30.00,70,"MD"
"04DY001","Red_Chris_Mine -TEM",,3/7/2004 0:00:00,129.80,57.71,"SWB","mks","WM","4","D",,1464,20.00,208,"LW"
"04DY004","Red_Chris_Mine -TEM",,3/7/2004 0:00:00,129.80,57.71,"SWB","mks","FL","4","C",,1486,7.00,145,"LW"
"04DY009","Red_Chris_Mine -TEM",,3/7/2004 0:00:00,129.81,57.71,"SWB","mks","SA","3","B",,1471,15.00,240,"LW"
"04DY011","Red_Chris_Mine -TEM",,3/7/2004 0:00:00,129.81,57.71,"SWB","mks","AM","3","D",,1487,65.00,208,"UP"
"04DY012","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.80,57.70,"SWB","mks","SA","4","C",,1561,15.00,160,"MD"
"04DY015","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.80,57.70,"SWB","mks","SA","4","C",,1527,20.00,360,"MD"
"04DY016","Red_Chris_Mine -TEM",,7/7/2004 0:00:00,129.80,57.69,"SWB","mks","FC","3","B",,1539,7.00,326,"UP"
"04DY017","Red_Chris_Mine -TEM",,7/7/2004 0:00:00,129.80,57.69,"SWB","mks","SA","4","D",,1565,12.00,326,"UP"
"04DY019","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.80,57.69,"SWB","mks","FC","3","C",,1589,40.00,300,"MD"
"04DY020","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.80,57.69,"SWB","mks","WM","4","D",,1606,45.00,360,"LW"
"04DY022","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.81,57.68,"SWB","mks","FH","3","C",,1605,20.00,335,"MD"
"04DY023","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,,,"BAFA","p","HL","4","C",,,45.00,312,"UP"
"04IW018","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.68,57.78,"SWB","mk","SB","4","C",,1108,45.00,270,"MD"
"04IW029","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.81,57.70,"SWB","mks","SA","3","C",,1546,20.00,342,"TO"
"04IW031","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.81,57.70,"SWB","mks","WM","4","D",,1497,35.00,185,"MD"
"04IW042","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.83,57.69,"SWB","mks","SA","3","B",,1587,15.00,10,"MD"
"04IW114","Red_Chris_Mine -TEM",,4/7/2008 0:00:00,129.79,57.76,"SWB","mk","SB","4","C",,1085,4.00,55,"MD"
"04LT001","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.74,57.77,"BAFA","p","FC","4","C",,1605,0.00,,"LW"
"04LT002","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.74,57.77,"BAFA","p","HL","3","C",,1608,45.00,340,"UP"
"04LT004","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.73,57.77,"BAFA","p","AW","3","D",,1613,50.00,176,"UP"
"04LT007","Red_Chris_Mine -TEM",,4/7/2006 0:00:00,129.73,57.72,"SWB","mk","WM","4","C",,1115,0.00,999,"LV"
"04LT010","Red_Chris_Mine -TEM",,4/7/2006 0:00:00,129.74,57.71,"SWB","mk","FF","3","C",,1143,38.00,135,"UP"
"04LT011","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.74,57.71,"SWB","mk","FF","3","C",,1157,5.00,140,"LW"
"04LT012","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.74,57.71,"SWB","mk","SW","3","B",,1169,70.00,210,"UP"
"04LT013","Red_Chris_Mine -TEM",,4/7/2004 0:00:00,129.74,57.70,"SWB","mk","SH","4","C",,1158,7.00,180,"MD"
"04WM001","Red_Chris_Mine -TEM",,9/7/2004 0:00:00,129.80,57.29,"SWB","mks","SA","4","C",,1560,20.00,348,"MD"
"04WM002","Red_Chris_Mine -TEM",,9/7/2004 0:00:00,129.80,57.25,"SWB","mks","FH","4","D",,1560,25.00,360,"UP"
"04WM003","Red_Chris_Mine -TEM",,10/7/2004 0:00:00,129.79,57.70,"SWB","mks","FH","4","C",,1490,15.00,40,"MD"
"04WM004","Red_Chris_Mine -TEM",,10/7/2004 0:00:00,129.78,57.71,"SWB","mks","HM","4","D",,1450,45.00,192,"LW"
"08-0026","Alpine2008",,28/7/2008 0:00:00,136.56,59.83,"BAFA","wv",,"3","C",,1255,45.00,200,"MD"
"08-0028","Alpine2008",,30/7/2008 0:00:00,136.55,59.67,"BAFA","wv",,"4","C",,1075,10.00,230,"MD"
"08-0041","Alpine2008",,1/8/2008 0:00:00,134.86,59.93,"BAFA","dv",,"4","C",,1500,10.00,200,"LW"
"08-0045","Alpine2008",,2/8/2008 0:00:00,134.66,59.73,"BAFA","dv",,"3","C",,1815,20.00,230,"UP"
"08-0051","Alpine2008",,4/8/2008 0:00:00,134.41,59.79,"BAFA","dv",,"4","C",,1640,50.00,110,"MD"
"08-0053","Alpine2008",,5/8/2008 0:00:00,134.41,59.83,"BAFA","dv",,"3","C",,1605,20.00,290,"MD"
"08-0054","Alpine2008",,5/8/2008 0:00:00,134.41,59.82,"BAFA","dv",,"3","D",,1640,15.00,230,"MD"
"08-0063","Coastal Big BGC",,16/9/2008 0:00:00,125.66,51.12,"CMA","mm",,"3","A",,1912,60.00,90,"MD"
"08-0067","Coastal Big BGC",,17/9/2008 0:00:00,125.95,52.24,"IMA","mv",,"3","C",,2120,35.00,185,"MD"
"08-0142","Alpine_2009",,25/7/2009 0:00:00,127.22,57.59,"BAFA","m",,"4","C",,1965,15.00,220,"UP"
"08-0177","Alpine2012",,12/7/2012 0:00:00,127.29,54.77,"BAFA","m",,"4","C",,1670,5.00,90,"MD"
"08-0181","Alpine2012",,19/7/2012 0:00:00,129.89,58.18,"BAFA","un",,"4","D",,1688,10.00,130,"MD"
"08-0182","Alpine2012",,24/7/2012 0:00:00,127.51,55.31,"BAFA","wm",,"3","C",,1595,15.00,120,"MD"
"08-0184","Alpine2012",,30/7/2012 0:00:00,125.03,51.81,"IMA","xv",,"3","D",,2090,15.00,130,"MD"
"08-3322","AtlinTaku Rare Eco",,12/8/2008 0:00:00,133.35,59.36,"BAFA","dv",,"3","C",,1232,60.00,180,"MD"
"08-3346","AtlinTaku Rare Eco",,13/8/2008 0:00:00,132.57,58.93,"SWB","un",,"4","F",,1067,25.00,223,"UP"
"08-3357","AtlinTaku Rare Eco",,14/8/2008 0:00:00,133.46,59.79,"SWB","un",,"3","B",,1050,53.00,30,"MD"
"08-8374","Alpine2012",,14/8/2012 0:00:00,119.18,52.70,"IMA","mm",,"3","D",,2245,45.00,240,"MD"
"08-8376","Alpine2012",,14/8/2012 0:00:00,119.16,52.70,"IMA","mm",,"4","C",,2590,35.00,265,"MD"
"08-8378","Alpine2012",,14/8/2012 0:00:00,119.19,52.70,"IMA","mm",,"4","C",,2205,10.00,170,"LW"
"08-8382","Alpine2012",,17/8/2012 0:00:00,120.12,53.33,"IMA","mm",,"4","C",,2000,15.00,325,"MD"
"08890","Liard Alpine",,20/8/2010 0:00:00,125.54,59.89,"BAFA","mv","00","3","C",,1377,38.00,278,"UP"
"08892","Liard Alpine",,20/8/2010 0:00:00,125.54,59.84,"BAFA","mv","00","4","C",,1459,14.00,230,"UP"
"08896","Liard Alpine",,21/8/2010 0:00:00,125.54,59.84,"BAFA","mv","00","3","C",,1421,12.00,270,"UP"
"08-9292","ALPINE2010",,16/8/2010 0:00:00,127.18,53.77,"BAFA","dm",,"4",,,1930,10.00,220,"MD"
"09544","EP822-05",,1/8/1984 0:00:00,129.93,57.09,"BAFA","dc","01","4",,,1465,60.00,150,"MD"
"109080","BEC-PR","BEC",4/9/1980 0:00:00,130.24,57.49,"SWB","mk1","02","3","C",,848,6.00,260,"LW"
"12-0037","Alpine2012",,18/8/2012 0:00:00,120.05,51.45,"IMA","dc",,"4","D",,2215,20.00,345,"MD"
"12-0040","Alpine2012",,20/8/2012 0:00:00,120.61,52.27,"IMA","wc",,"3","D",,2212,10.00,200,"CR"
"12-0041","Alpine2012",,21/8/2012 0:00:00,120.61,52.26,"IMA","wc",,"3","D",,2130,40.00,170,"MD"
"12-0043","Alpine2012",,21/8/2012 0:00:00,120.61,52.26,"IMA","wc",,"3","C",,2150,20.00,5,"UP"
"14389","EP822-05",,27/7/1984 0:00:00,129.08,57.68,"BAFA","dc",,"3",,,1890,10.00,200,"CR"
"14390","EP822-05",,28/7/1984 0:00:00,128.52,57.14,"BAFA","m1",,"4",,,1675,3.00,999,"MD"
"14392","EP822-05",,24/7/1984 0:00:00,127.67,57.40,"BAFA","dc",,"3",,,1890,5.00,220,"UP"
"14398","EP822-05",,25/7/1984 0:00:00,127.96,57.53,"BAFA","dc",,"4",,,1740,5.00,300,"MD"
"13204","TEM-SmithFishing9798","2",24/8/1997 0:00:00,126.94,59.37,"SWB","mk","00","4","C",,1130,22.00,198,"MD"
"13209","TEM-SmithFishing9798","2",27/8/1997 0:00:00,126.70,59.38,"SWB","mk","00","4","C",,1150,40.00,342,"MD"
"13210","TEM-SmithFishing9798","2",27/8/1997 0:00:00,126.69,59.33,"SWB","mk","00","4","C",,1440,20.00,222,"UP"
"13213","TEM-SmithFishing9798","2",30/8/1997 0:00:00,126.21,59.57,"SWB","mk","00","3","B",,1400,58.00,190,"UP"
"13214","TEM-SmithFishing9798","2",2/9/1997 0:00:00,126.92,59.95,"SWB","mk","00","4","C",,1020,16.00,170,"LW"
"13215","TEM-SmithFishing9798","2",2/9/1997 0:00:00,126.92,59.94,"SWB","mk","00","4","C",,1030,2.00,274,"LW"
"14374","EP822-05",,24/7/1984 0:00:00,129.35,57.26,"BAFA","dc",,"3","B",,1890,10.00,225,"UP"
"14383","EP822-05",,26/7/1984 0:00:00,128.82,57.23,"SWB","mks",,"3","B",,1745,15.00,15,"UP"
"14421","EP822-05",,25/7/1984 0:00:00,128.49,57.52,"BAFA","dc","01","4",,,1785,10.00,120,"MD"
"14424","EP822-05",,26/7/1984 0:00:00,128.98,57.43,"BAFA","dc",,"4",,,1920,5.00,90,"CR"
"14426","EP822-05",,26/7/1984 0:00:00,128.94,57.52,"BAFA","dc","01","4",,,1830,7.00,550,"MD"
"14437","EP822-05",,27/7/1984 0:00:00,129.08,57.68,"BAFA","dc","01","4","B",,1860,15.00,120,"MD"
"14438","EP822-05",,27/7/1984 0:00:00,129.08,57.68,"BAFA","dc","01","4","C",,1890,10.00,120,"MD"
"14441","EP822-05",,28/7/1984 0:00:00,127.51,57.31,"BAFA","dc",,"4","C",,1860,15.00,250,"MD"
"14443","EP822-05",,28/7/1984 0:00:00,127.57,57.13,"BAFA","dc",,"3",,,1850,55.00,210,"MD"
"14450","EP822-05",,29/7/1984 0:00:00,129.82,57.45,"BAFA","dc",,"3","B",,1645,0.00,999,"CR"
"14454","EP822-05",,29/7/1984 0:00:00,129.96,57.29,"BAFA","dc","01","4","C",,1770,65.00,180,"MD"
"14460","EP822-05",,30/7/1984 0:00:00,128.34,57.34,"BAFA","dc",,"4",,,1935,15.00,150,"UP"
"14461","EP822-05",,30/7/1984 0:00:00,128.10,57.39,"BAFA","dc",,"3",,,1785,30.00,250,"MD"
"14467","EP822-05",,30/7/1984 0:00:00,128.99,57.00,"BAFA","v","01","4","C",,1615,20.00,230,"MD"
"29322","TEM-SmithFishing9798","2",19/8/1997 0:00:00,126.36,59.24,"SWB","mks","00","4","C",,1620,33.00,96,"UP"
"29324","TEM-SmithFishing9798",,19/8/1997 0:00:00,126.34,59.20,"BAFA","dc2","00","3","B",,1585,33.00,330,"UP"
"29325","TEM-SmithFishing",,19/8/1997 0:00:00,126.33,59.20,"BAFA","dc2","00","3","B",,1605,25.00,348,"MD"
"29328","TEM-SmithFishing9798","2",20/8/1997 0:00:00,126.18,59.21,"SWB","mks","00","3","B",,1595,52.00,190,"MD"
"29333","TEM-SmithFishing9798","2",21/8/1997 0:00:00,126.09,59.33,"SWB","mk","00","3","B",,1400,54.00,218,"UP"
"As93137","Mt_Assiniboine",,26/8/1993 0:00:00,115.59,50.89,"IMA","mk2","00","4","D",,2390,15.00,216,"MD"
"As93160","Mt_Assiniboine",,30/8/1993 0:00:00,115.71,51.01,"IMA","mk2","00","4","D",,2320,11.00,155,"CR"
"BAB056","Windy Project","2",19/8/1996 0:00:00,120.99,54.93,"BAFA","d3",,"3","B",,1815,2.00,350,"UP"
"BB1027","Kootenay",,25/7/1981 0:00:00,115.97,50.67,"IMA","dk2","01","3",,,2450,40.00,225,
"BB1029","Kootenay",,25/7/1981 0:00:00,115.98,50.69,"IMA","dk2",,"4",,,2390,70.00,270,
"BG184","TEM-CharlotteLake",,28/8/1998 0:00:00,125.28,51.94,"BAFA","lee",,"3","C",,1920,2.00,999,"LV"
"BG50","TEM-CharlotteLake",,22/8/1998 0:00:00,,,"BAFA","xk2",,"3","B",,1800,5.00,20,"UP"
"BOR028","BOREAL 94",,,129.25,59.13,"SWB","un",,"4","C",,1030,30.00,305,"MD"
"BOR094","BOREAL 94",,,127.95,59.26,"SWB","un",,"4","C",,905,50.00,320,"M"
"BOR095","BOREAL 94",,,127.95,59.26,"SWB","un",,"4","C",,,0.00,,"L"
"CC001",,,,,,"SWB","mk",,"3","C",,1320,40.00,190,"LW"
"CC002",,,,,,"SWB","mk",,"4","C",,1320,15.00,360,"LW"
"CC004",,,,,,"SWB","mk",,"3","C",,1130,50.00,200,"MD"
"CC006",,,,,,"SWB","mk",,"3","C",,1125,45.00,160,"UP"
"CC012",,,,,,"BAFA","x",,"4","D",,1650,15.00,190,"UP"
"CC013",,,,,,"SWB","mks",,"3","D",,1650,35.00,175,"MD"
"CC014",,,,,,"SWB","mk",,"4","B",,1440,12.00,70,"MD"
"CC021",,,,,,"SWB","mk1",,"3","B",,945,3.00,,
"CC027",,,,,,"SWB","mk1",,"3","B",,990,18.00,80,"UP"
"CC038",,,,,,"BAFA","x",,"3","B",,1600,15.00,225,"UP"
"CC039",,,,,,"BAFA","x",,"3",,,1570,80.00,50,"UP"
"CC040",,,,,,"SWB","mks",,"4","B",,1540,25.00,200,"UP"
"CC041",,,,,,"SWB","mk1",,"3","B",,1440,25.00,190,"UP"
"CC042",,,,,,"SWB","mk",,"3","C",,1250,45.00,130,"MD"
"CC044",,,,,,"SWB","mk",,"3","B",,1200,30.00,260,"UP"
"CC046",,,,,,"SWB","mks",,"4","B",,1550,40.00,40,"UP"
"CC051",,,,,,"BAFA","x",,"3","B",,1800,55.00,260,"UP"
"CC052",,,,,,"BAFA","x",,"4","C",,1780,14.00,90,
"CC057",,,,,,"SWB","mk1",,"3","B",,1140,20.00,180,"LW"
"CC059",,,,,,"SWB","mk",,"4","B",,1440,25.00,230,"LW"
"CC060",,,,,,"SWB","mk",,"3",,,1400,5.00,260,"LW"
"CC061",,,,,,"SWB","mk",,"4","C",,1420,15.00,265,"LW"
"CC068",,,,,,"SWB","mks",,"4","B",,1590,25.00,5,"MD"
"CC069",,,,,,"BAFA","x",,"3","B",,1630,45.00,10,"UP"
"CC070",,,,,,"SWB","mks",,"3","B",,1500,50.00,10,"MD"
"CC071",,,,,,"SWB","mk",,"4","C",,1490,3.00,,"LW"
"CC072",,,,,,"SWB","mk",,"3","B",,1400,10.00,50,"LW"
"CC073",,,,,,"SWB","mk",,"4","B",,1420,25.00,30,"MD"
"CC076",,,,,,"SWB","mk",,"4","B",,1140,3.00,300,"UP"
"CC089",,,,,,"SWB","mk1",,"4","B",,1410,20.00,330,"UP"
"CC090",,,,,,"SWB","mk",,"3","B",,1380,55.00,260,"UP"
"CC091",,,,,,"SWB","mk1",,"3","B",,1290,45.00,225,"MD"
"CC092",,,,,,"SWB","mk1",,"3","B",,1240,5.00,190,"LW"
"CC094",,,,,,"SWB","mks",,"3","B",,1600,15.00,360,"MD"
"CC096",,,,,,"SWB","mk",,"3","B",,1310,25.00,130,"MD"
"CC097",,,,,,"SWB","mk",,"3","B",,1290,15.00,135,"MD"
"CC114",,,,,,"BAFA","x",,"3","C",,1560,9.00,360,"LW"
"CC115",,,,,,"SWB","mk",,"4","C",,1460,15.00,90,
"CC116",,,,,,"BAFA","x",,"4",,,1820,4.00,140,"UP"
"CC117",,,,,,"BAFA","x",,"4","D",,1780,10.00,350,"UP"
"CC118",,,,,,"BAFA","x",,"4","D",,1700,8.00,,"UP"
"CC119",,,,,,"SWB","mk",,"3","B",,1300,5.00,190,"MD"
"CC120",,,,,,"SWB","mk1",,"4","C",,1350,30.00,90,"MD"
"CC126",,,,,,"SWB","mk1",,"3","D",,1145,2.00,,
"CC127",,,,,,"SWB","mk1",,"4","C",,1170,35.00,90,"MD"
"CC128",,,,,,"SWB","mks",,"4","C",,1530,6.00,200,"UP"
"CC129",,,,,,"BAFA","dc2","01","4","C",,1930,45.00,220,"MD"
"CC130",,,,,,"SWB","mk1",,"3","C",,1510,30.00,225,"MD"
"CC131",,,,,,"SWB","mk",,"3",,,1505,45.00,140,"UP"
"CC134",,,,,,"SWB","mk",,"3","C",,1250,30.00,160,"MD"
"CC144",,,,,,"BAFA","x",,"3","D",,1670,25.00,50,"UP"
"CC147",,,,,,"BAFA","x","01","4","B",,1705,12.00,180,"LW"
"CC150",,,,,,"SWB","mk",,"4",,,1160,40.00,270,"LW"
"CC154",,,,,,"SWB","mk",,"3","B",,1180,2.00,,
"CC157",,,,,,"SWB","mk",,"3","B",,1250,35.00,5,"UP"
"CC158",,,,,,"SWB","mk1",,"3","B",,1260,20.00,260,"UP"
"CC159",,,,,,"SWB","mk",,"3","D",,960,,,
"CC161",,,,,,"BAFA","x",,"3","B",,1740,15.00,170,"UP"
"CC164",,,,,,"SWB","mk",,"4","C",,1180,30.00,185,"LW"
"29345","TEM-SmithFishing",,19/8/1997 0:00:00,126.29,59.25,"BAFA","x","00","3","B",,1660,50.00,308,"UP"
"29357","TEM-SmithFishing9798","2",20/8/1997 0:00:00,126.12,59.22,"SWB","mk","00","4","B",,1190,60.00,122,"UP"
"29360","TEM-SmithFishing9798","2",21/8/1997 0:00:00,126.08,59.34,"SWB","mk","00","3","B",,1290,72.00,10,"UP"
"411879","EP822.05",,20/7/1979 0:00:00,126.50,53.54,"BAFA","d",,"4","D",,1800,28.00,220,"MD"
"413379","EP822.05",,20/7/1979 0:00:00,126.50,53.54,"BAFA","d",,"4","D",,1768,18.00,200,"UP"
"414079","EP822.05",,20/7/1979 0:00:00,126.50,53.54,"BAFA","d",,"4","B",,1792,25.00,240,"MD"
"5760179","NE Coal",,12/7/1976 0:00:00,121.50,55.21,"BAFA","d3",,"3","C",,1900,16.00,203,
"5760506","NE Coal",,17/7/1976 0:00:00,121.52,54.77,"BAFA","w",,"4","D",,5,9.00,300,"MD"
"5760517","NE Coal",,19/7/1976 0:00:00,120.95,54.89,"BAFA","d3",,"3","B",,1950,17.00,44,"MD"
"5760519","NE Coal",,19/7/1976 0:00:00,120.95,54.89,"BAFA","d3",,"4","C",,34,34.00,22,"MD"
"5760824","NE Coal",,18/7/1976 0:00:00,120.82,54.62,"BAFA","d3",,"3",,,1975,21.00,110,
"5760825","NE Coal",,18/7/1976 0:00:00,120.82,54.62,"BAFA","d3",,"3","B",,1970,26.00,236,"MD"
"5760831","NE Coal",,19/7/1976 0:00:00,120.87,54.87,"BAFA","m",,"4","C",,1982,27.00,36,"MD"
"5760934","NE Coal",,8/8/1976 0:00:00,121.25,54.82,"BAFA","m",,"4","C",,,28.00,146,"UP"
"5760970","NE Coal",,11/8/1976 0:00:00,121.49,55.09,"BAFA","d3",,"4","C",,1990,13.00,50,"MD"
"5760987","NE Coal",,12/8/1976 0:00:00,121.49,55.08,"BAFA","d3",,"3","B",,57,14.00,222,"UP"
"5770105","NE Coal",,7/8/1977 0:00:00,120.10,53.33,"IMA","mv",,"3",,,2040,50.00,212,
"5770106","NE Coal",,7/8/1977 0:00:00,120.10,53.33,"IMA","mv",,"3",,,3000,29.00,125,
"5770110","NE Coal",,8/8/1977 0:00:00,120.26,53.28,"IMA","mv",,"4",,,1950,37.00,10,
"5770112","NE Coal",,8/8/1977 0:00:00,120.26,53.28,"IMA","mv",,"3",,,2100,20.00,100,
"5770130","NE Coal",,13/8/1977 0:00:00,120.10,53.33,"IMA","mv",,"4",,,1920,27.00,280,
"76SB002","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1570,5.00,202,"LV"
"76SB003","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1554,9.00,270,"TO"
"76SB004","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1570,7.00,270,"DP"
"76SB005","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv","01","4",,,1615,5.00,315,"MD"
"76SB014","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1554,21.00,67,"MD"
"76SB015","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1539,19.00,67,"UP"
"76SB017","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1713,4.00,22,"TO"
"76SB019","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1570,23.00,270,"MD"
"76SB020","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1570,0.00,270,"LV"
"76SB021","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv","01","4",,,1570,23.00,270,"TO"
"76SB022","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1585,18.00,337,"DP"
"76SB024","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1753,4.00,0,"UP"
"76SB028","Buttrick-Thesis",,,133.75,59.41,"BAFA","dc",,"4",,,1570,12.00,67,"DP"
"76SB029","Buttrick-Thesis",,,133.75,59.41,"BAFA","dc",,"4",,,1570,23.00,67,"DP"
"76SB030","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1600,12.00,112,"TO"
"76SB032","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv","01","4",,,1585,2.00,22,"DP"
"76SB034","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1554,2.00,90,"LV"
"76SB035","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1631,0.00,270,"LV"
"76SB036","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1631,2.00,90,"LV"
"76SB037","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1615,5.00,90,"DP"
"76SB038","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv","01","4",,,1615,5.00,90,"MD"
"76SB039","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1600,2.00,90,"DP"
"76SB040","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1585,4.00,90,"MD"
"76SB042","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1707,4.00,90,"MD"
"76SB045","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1707,2.00,225,"DP"
"76SB048","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1600,12.00,45,"DP"
"76SB049","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1600,9.00,45,"DP"
"76SB050","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1600,4.00,45,"MD"
"76SB053","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1676,9.00,135,"DP"
"76SB054","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1676,5.00,135,"DP"
"76SB055","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1676,9.00,135,"DP"
"76SB056","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv","01","4",,,1676,4.00,135,"LV"
"76SB061","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1600,5.00,337,"CR"
"76SB062","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1608,14.00,292,"UP"
"76SB063","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1585,7.00,90,"DP"
"76SB065","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1585,4.00,60,"DP"
"76SB066","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1585,4.00,90,"DP"
"76SB069","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1877,4.00,180,"LV"
"76SB070","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1890,9.00,157,"TO"
"76SB071","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1890,9.00,157,"TO"
"76SB075","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1554,2.00,180,"LV"
"76SB076","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv","01","4",,,1554,4.00,135,"DP"
"76SB077","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1570,11.00,135,"DP"
"76SB079","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1768,7.00,0,"DP"
"76SB081","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1707,4.00,225,"DP"
"76SB082","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv","01","4",,,1737,36.00,180,"TO"
"76SB083","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1722,4.00,22,"DP"
"76SB085","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"4",,,1707,9.00,45,"DP"
"76SB086","Buttrick-Thesis",,,133.75,59.41,"BAFA","dv",,"3",,,1707,2.00,45,"DP"
